cia-rdp96r01136r001302320004-5,100,AFGHANISTAN SITUATION REPORT,1982-10-05,11,,,Kabul (6); Afghanistan (21); ,Pakistan (2); helicopters (3); ,https://www.cia.gov/library/readingroom/document/cia-rdp96r01136r001302320004-5
cia-rdp89b00224r000401230001-6,100,"PRG MEETING ON PAKISTAN-AFGHANISTAN, 2 SEPTEMBER 1987",1987-09-03,3,,State Department (1); ,Afghanistan (7); ,Pakistan (2); ,https://www.cia.gov/library/readingroom/document/cia-rdp89b00224r000401230001-6
cia-rdp80t01355a000100830001-6,100,WITHDRAWAL OF SOVIET UNITS FROM AFGHANISTAN,1980-08-01,7,,,Kandahar (1); Kabul (6); Afghanistan (11); Shindand (6); Bagram (2); Salang (2); ,Salang Pass (2); Termez (2); Kandahar (1); Small Arms (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01355a000100830001-6
cia-rdp80t01782r000300290001-3,100,SOVIET MOBILE WATER FILTRATION STATIONS IN AFGHANISTAN,1980-11-01,5,,,Kunduz (2); Kandahar (2); Afghanistan (5); Shindand (2); ,tanks (6); Kandahar (2); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01782r000300290001-3
cia-rdp80t01355a000100740001-6,100,"SOVIET LOGISTICS BUILDUP IN SUPPORT OF AFGHANISTAN INVASION, TERMEZ USSR",1980-07-01,7,,Soviet Union (1); ,Afghanistan (21); ,tanks (10); Termez (49); Bukhara (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01355a000100740001-6
cia-rdp82t00709r000200340001-8,0,"FORCE DEPLOYMENT DEHE MAZAR AIRFIELD MILITARY ACTIVITY, AFGHANISTAN",1982-08-01,4,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp82t00709r000200340001-8
cia-rdp80t01355a000100340001-0,100,SOVIET DEPLOYMENT OF LATE-MODEL EQUIPMENT IN AFGHANISTAN,1980-06-01,6,,,Kabul (3); Afghanistan (7); Shindand (4); Bar Kunar (1); ,Small Arms (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01355a000100340001-0
cia-rdp90t00784r000200580001-0,0,"PROBABLE BMP M-1981 APC AYBAK SOVIET BIVOUAC, AFGHANISTAN",1983-02-07,2,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp90t00784r000200580001-0
cia-rdp89-00121r000100090002-1,0,"FLOGGER B DEPLOYMENT SHINDAND AIRFIELD, AFGHANISTAN",1982-01-09,3,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp89-00121r000100090002-1
cia-rdp90t00435r000100020009-1,100,THOUGHTS ON USSR AND AFGHANISTAN,1988-02-16,1,,,Afghanistan (2); ,,https://www.cia.gov/library/readingroom/document/cia-rdp90t00435r000100020009-1
cia-rdp96r01136r001302320008-1,100,AFGHANISTAN SITUATION REPORT,1983-10-18,11,,People's Democratic Party of Afghanistan (5); Khalq (3); Parcham (2); KHAD (2); ,Paktiya (3); Nangarhar (1); Kabul (5); Herat (2); Ghor (1); Badakhshan (1); Afghanistan (3); Jalalabad (1); Musa Khel (2); Salang (1); ,Salang Pass (1); Iran (1); helicopters (1); Hazarajat (1); rockets (1); desertion (1); Small Arms (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp96r01136r001302320008-1
cia-rdp90t00784r000200350001-5,0,"HIP H ATTACK HELICOPTERS KABUL INTERNATIONAL AIRFIELD, AFGHANISTAN(SANITIZED)",1982-09-01,4,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp90t00784r000200350001-5
cia-rdp81t00034r000100360001-7,100,"DEPLOYMENT OF SOVIET GROUND FORCES IN AFGHANISTAN,(SANITIZED)",1980-11-01,6,,Defense Intelligence Agency (1); Soviet Union (2); ,Afghanistan (6); Wakhan (1); Salang (1); ,Pakistan (1); Small Arms (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp81t00034r000100360001-7
cia-rdp96r01136r001302260011-4,100,AFGHANISTAN SITUATION REPORT,1985-05-21,15,Ismail Khan (1); Ahmad Shah Massoud (2); Abdul Rahim Wardak (1); Mohammad Daoud Khan (1); Muhammad Zia-ul-Haq (1); ,Jamiat-e Islami (3); Harakat-i-Inqilab-i-Islami (Mohammadi) (1); ,Wardak (1); Herat (2); Balkh (2); Afghanistan (13); ,Pakistan (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp96r01136r001302260011-4
cia-rdp96r01136r001202250006-2,99,AFGHANISTAN SITUATION REPORT,1985-04-09,19,Abdul Rasul Sayyaf (2); Sergei Sokolov (2); ,mujahideen (1); Defense Intelligence Agency (1); ,Kabul (4); Afghanistan (27); ,Saudi Arabia (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp96r01136r001202250006-2
cia-rdp89t01363r000200240001-5,100,DEVELOPMENTS IN AFGHANISTAN,1986-02-07,29,Burhanuddin Rabbani (1); Gulbuddin Hekmatyar (1); Pir Sayed Ahmad Gillani (1); Mohammad Daoud Khan (7); Muhammad Zia-ul-Haq (6); Sahabzada Yaqub Khan (1); ,Jamiat-e Islami (1); Kabul University (1); People's Democratic Party of Afghanistan (2); Hezb-e Islami (2); Soviet Union (7); 40th Army (3); KGB (1); Spetsnaz (4); ,Paktiya (1); Nangarhar (1); Kabul (36); Herat (3); Helmand (1); Ghazni (3); Afghanistan (70); Shindand (5); Jalalabad (3); Bagram (7); Salang (13); ,Dari (1); Tajik people (1); Pakistan (16); Salang Pass (4); Pashtun people (1); Kabul Airport (1); Shi'a (1); helicopters (8); tanks (2); Termez (3); Czechoslovakia (1); rockets (1); Durand line (1); Mongolia (1); Small Arms (6); ,https://www.cia.gov/library/readingroom/document/cia-rdp89t01363r000200240001-5
cia-rdp90g01353r001200100001-1,100,INTERPRETING MOSCOW'S RECENT MOVES IN AFGHANISTAN,1988-11-14,40,Mikhail Gorbachev (26); Mohammad Najibullah (2); Mohammed Zahir Shah (2); Muhammad Zia-ul-Haq (1); ,mujahideen (1); People's Democratic Party of Afghanistan (9); Central Intelligence Agency (1); State Department (2); Defense Intelligence Agency (5); Soviet Union (1); Politburo (3); ,Kabul (31); Afghanistan (46); ,Pakistan (18); Loya Jirga (1); FIM-92 Stinger (1); Geneva Accords (2); MANPADs (1); Small Arms (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp90g01353r001200100001-1
cia-rdp81t00618r000100290001-7,0,"SOVIET TROOP ROTATION KABUL, AFGHANISTAN",1981-05-20,3,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp81t00618r000100290001-7
cia-rdp89t01363r000200260010-3,100,DEVELOPMENTS IN AFGHANISTAN,1986-04-02,29,Burhanuddin Rabbani (33); Gulbuddin Hekmatyar (8); Babrak Karmal (3); Mikhail Gorbachev (21); Abdul Rasul Sayyaf (2); Mohammed Zahir Shah (2); Ismail Khan (2); Abdul Haq (1); Ahmad Shah Massoud (2); Mulavi Younas Khalis (2); Pir Sayed Ahmad Gillani (3); Mohammad Nabi Mohammadi (2); Mohammad Daoud Khan (9); Muhammad Zia-ul-Haq (2); Sahabzada Yaqub Khan (2); Yunus Khalis (2); ,Jamiat-e Islami (21); Inter-Services Intelligence (1); Kabul University (2); People's Democratic Party of Afghanistan (1); Hezb-e Islami (3); Ittehad-i Islami (Sayyaf) (1); Soviet Union (3); Democratic Republic of Afghanistan (2); Islamic Union for the Liberation of Afghanistan (1); Khalis faction (1); Jabha-i-Najat-i-Milli (1); Politburo (1); Muslim Brotherhood (3); Spetsnaz (4); ,Nangarhar (1); Kapisa (1); Kabul (33); Jowzjan (1); Herat (6); Ghazni (1); Farah (1); Bamyan (1); Balkh (6); Badakhshan (1); Afghanistan (70); Chaghcharan (1); Paghman (1); Jalalabad (1); Naziyan (1); ,Dari (1); Tajik people (3); Sunni (5); Pakistan (21); Pashtun people (1); Jowzjan (1); Iran (32); Shi'a (17); Iraq (1); Sufi (4); ,https://www.cia.gov/library/readingroom/document/cia-rdp89t01363r000200260010-3
cia-rdp86t00586r000400460006-1,100,AFGHANISTAN'S EXPANDED OPIUM TRADE:  BYPRODUCT OF WAR,1985-09-01,20,Babrak Karmal (1); ,mujahideen (3); State Department (2); Soviet Union (2); KHAD (3); ,Samangan (1); Paktika (1); Nimroz (2); Nangarhar (6); Laghman (2); Kapisa (2); Kabul (14); Jowzjan (1); Herat (8); Helmand (5); Faryab (1); Farah (1); Balkh (2); Baghlan (2); Badghis (1); Badakhshan (2); Afghanistan (38); Lashkar Gah (1); Jalalabad (2); Arghandab (1); Mazar-e Sharif (1); Shinwari (1); ,Tajik people (4); Pakistan (20); Pashtun people (6); Jowzjan (1); Iran (14); Iraq (1); Karachi (1); Small Arms (1); Quetta (2); opium (48); ,https://www.cia.gov/library/readingroom/document/cia-rdp86t00586r000400460006-1
cia-rdp80t01782r000100320001-1,71,"MRR NEAR USSR-AFGHANISTAN BORDER KULYAB SAM SUPPORT FACILITY, USSR",1980-09-01,5,,,Afghanistan (3); ,Small Arms (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01782r000100320001-1
cia-rdp91b00874r000100200011-8,100,TALKING POINTS - AFGHANISTAN,1986-07-10,4,Mohammad Najibullah (6); Ahmad Shah Massoud (1); Zulfikar Ali Bhutto (1); Muhammad Zia-ul-Haq (4); ,People's Democratic Party of Afghanistan (2); Parcham (1); Politburo (1); ,Kabul (2); Afghanistan (9); ,Pakistan (6); desertion (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp91b00874r000100200011-8
cia-rdp82t00709r000200820001-5,100,SOVIET TACTICAL POL STORAGE FACILITIES IN AFGHANISTAN,1982-06-01,7,,,Kunduz (2); Faryab (1); Afghanistan (7); ,,https://www.cia.gov/library/readingroom/document/cia-rdp82t00709r000200820001-5
cia-rdp80t01355a000100680001-3,100,"DEPLOYMENT OF SOVIET GROUND FORCES IN AFGHANISTAN AND IN THE TURKESTAN MILITARY DISTRICT, USSR, (SANITIZED)",1980-07-01,6,,Defense Intelligence Agency (1); ,Kabul (1); Ghazni (1); Afghanistan (7); Nahrin (1); Shindand (1); Bagram (1); ,tanks (1); Artillery (1); Termez (3); Small Arms (27); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01355a000100680001-3
cia-rdp84t00171r000100290001-0,90,KHAIRABAD TRANSSHIPMENT POINT AFGHANISTAN,1983-06-01,6,,Defense Intelligence Agency (1); Soviet Union (1); ,Kabul (2); Afghanistan (8); Bagram (1); ,Pakistan (1); tanks (6); Termez (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp84t00171r000100290001-0
cia-rdp90t00784r000200360003-2,0,"TALL KING B/C AIR WARNING RADAR RAMAK AW RDR FAC TALL KING, AFGHANISTAN (SANITIZED)",1982-09-14,2,,Defense Intelligence Agency (1); ,,,https://www.cia.gov/library/readingroom/document/cia-rdp90t00784r000200360003-2
cia-rdp80t01782r000100350001-8,100,"DEPLOYED VEHICLE DECONTAMINATION STATION AT SHINDAND, AFGHANISTAN",1980-09-01,5,,,Afghanistan (3); Shindand (3); ,,https://www.cia.gov/library/readingroom/document/cia-rdp80t01782r000100350001-8
cia-rdp82t00709r000201620001-6,0,"TALL KING B/C AIR WARNING RADAR RAMAK AW RDR FAC TALL KING, AFGHANISTAN",1982-09-10,3,,Defense Intelligence Agency (1); ,,,https://www.cia.gov/library/readingroom/document/cia-rdp82t00709r000201620001-6
cia-rdp82t00709r000201450001-5,0,"SOVIET SECURITY UNIT RELOCATES AYBAK SOVIET BIVOUAC, AFGHANISTAN",1982-06-28,4,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp82t00709r000201450001-5
cia-rdp82t00709r000101460001-5,0,"DESTROYED AMMUNITION STORAGE AREA KABUL DEPLOYMENT AREA SW, AFGHANISTAN (SANITIZED)",1982-05-06,3,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp82t00709r000101460001-5
cia-rdp80t01355a000100760001-4,87,"UNITS PROBABLY WITHDRAWN FROM AFGHANISTAN TO KATTA-KURGAN/KURGANCHA, USSR",1980-08-01,5,,,Kabul (1); Afghanistan (3); ,Artillery (1); Termez (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01355a000100760001-4
cia-rdp84t00171r000100240001-5,100,SOVIET LONG-RANGE COMMUNICATIONS IN AFGHANISTAN,1983-06-01,8,,Defense Intelligence Agency (3); Soviet Union (2); 40th Army (3); ,Kunduz (3); Kandahar (2); Kabul (7); Herat (3); Ghazni (2); Afghanistan (10); Faizabad (1); Shindand (4); Jalalabad (2); Gardez (1); Bagram (1); ,Termez (5); Kandahar (2); Small Arms (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp84t00171r000100240001-5
cia-rdp80t01782r000100380001-5,100,SOVIET FIELD HOSPITALS IN AFGHANISTAN,1980-09-01,7,,,Kunduz (3); Kandahar (2); Kabul (5); Helmand (1); Afghanistan (9); Shindand (3); Jalalabad (3); ,Pakistan (1); Kandahar (2); Small Arms (2); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01782r000100380001-5
cia-rdp90m00005r001100060008-1,100,UPDATE ON AFGHANISTAN,1988-02-25,2,Charlie Wilson (1); George H. W. Bush (1); ,Defense Intelligence Agency (1); ,Afghanistan (3); ,,https://www.cia.gov/library/readingroom/document/cia-rdp90m00005r001100060008-1
cia-rdp80t01782r000200420001-9,100,"DEPLOYMENT OF SOVIET GROUND FORCES IN AFGHANISTAN AND IN THE TURKESTAN MILITARY DISTRICT, USSR, AS OF (SANITIZED)",1980-10-01,6,,,Kandahar (1); Kabul (2); Ghazni (1); Afghanistan (6); Nahrin (1); Jalalabad (2); ,tanks (1); Kandahar (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01782r000200420001-9
cia-rdp96r01136r001302330007-1,100,AFGHANISTAN SITUATION REPORT,1982-11-16,10,Leonid Brezhnev (3); Yuri Andropov (6); Hafizullah Amin (1); Muhammad Zia-ul-Haq (1); Abdur Rashid Arian (5); ,KGB (2); ,Takhar (2); Kabul (2); Afghanistan (11); ,Pakistan (3); rockets (3); Small Arms (4); Kalashnikov Rifle (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp96r01136r001302330007-1
cia-rdp80t01355a000100310001-3,100,"DEPLOYMENT OF SOVIET TACTICAL POL STORAGE FACILITIES IN AFGHANISTAN AND IN THE TURKESTAN MILITARY DISTRICT, USSR,(SANITIZED)",1980-06-01,6,,Defense Intelligence Agency (1); ,Kandahar (1); Kabul (1); Herat (1); Ghazni (1); Afghanistan (4); Faizabad (1); Gardez (1); Bagram (1); ,Kandahar (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp80t01355a000100310001-3
cia-rdp98-00244r000300210065-0,64,FAST TRACK SNIE 11/37-86 ON SOVIET POLICY TOWARD AFGHANISTAN,1986-01-07,3,,,Afghanistan (3); ,,https://www.cia.gov/library/readingroom/document/cia-rdp98-00244r000300210065-0
cia-rdp90t00784r000100030004-8,0,"PREPERATIONS FOR MILITARY OPERATIONS GHAZNI MILITARY CAMP SE, AFGHANISTAN",1982-11-27,2,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp90t00784r000100030004-8
cia-rdp90b01013r000400240002-6,0,THE WAR IN AFGHANISTAN:  TAKING STOCK,1987-02-04,1,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp90b01013r000400240002-6
cia-rdp96r01136r001302320012-6,100,AFGHANISTAN SITUATION REPORT,1984-10-29,13,Muhammad Zia-ul-Haq (5); ,KHAD (1); ,Kabul (2); Herat (1); Ghazni (1); Afghanistan (19); Shindand (1); Jalalabad (1); Bagram (1); ,Pakistan (2); Iran (2); Hazarajat (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp96r01136r001302320012-6
cia-rdp90m00551r001901160041-8,100,AFGHANISTAN/USSR:  MAJOR SOVIET MOVE IN OFFING?,1988-10-30,2,Mikhail Gorbachev (1); Mohammad Najibullah (1); ,mujahideen (4); ,Kabul (2); Afghanistan (2); ,Pakistan (3); ,https://www.cia.gov/library/readingroom/document/cia-rdp90m00551r001901160041-8
cia-rdp85t00287r001301980002-0,100,AFGHANISTAN SITUATION REPORT,1984-08-28,17,Ahmad Shah Massoud (1); Muhammad Zia-ul-Haq (4); ,,Kabul (1); Afghanistan (19); Bagram (1); ,Pakistan (24); Pashtun people (1); Saudi Arabia (1); helicopters (1); Artillery (1); Quetta (2); ,https://www.cia.gov/library/readingroom/document/cia-rdp85t00287r001301980002-0
cia-rdp96r01136r001302260010-5,100,AFGHANISTAN SITUATION REPORT,1987-05-19,17,Gulbuddin Hekmatyar (5); Abdul Rasul Sayyaf (1); Mohammed Zahir Shah (3); Ahmad Shah Massoud (1); Pir Sayed Ahmad Gillani (3); Mohammad Daoud Khan (1); Muhammad Zia-ul-Haq (1); ,Jamiat-e Islami (2); People's Democratic Party of Afghanistan (6); Khalq (2); Democratic Republic of Afghanistan (1); National Islamic Front (Gailani) (1); National Islamic Front of Afghanistan (1); ,Kabul (24); Herat (3); Farah (1); Afghanistan (27); Jalalabad (1); Salang (2); ,Pakistan (5); Iran (6); Loya Jirga (25); Kuwait (2); Iraq (2); Loya jirga (15); ,https://www.cia.gov/library/readingroom/document/cia-rdp96r01136r001302260010-5
cia-rdp96r01136r001302330015-2,54,AFGHANISTAN SITUATION REPORT,1983-11-29,11,,Afghan Ministry of Defense (1); ,Kabul (5); Herat (1); Afghanistan (3); ,desertion (3); ,https://www.cia.gov/library/readingroom/document/cia-rdp96r01136r001302330015-2
cia-rdp06t00412r000707960001-1,80,AFGHANISTAN:  INSURGENT MANPOWER,1988-05-01,5,,,Afghanistan (2); ,,https://www.cia.gov/library/readingroom/document/cia-rdp06t00412r000707960001-1
cia-rdp94t00885r000100230025-7,52,SPECIAL NATIONAL INTELLIGENCE ESTIMATE 37-89:  AFGHANISTAN:  THE WAR IN PERSPECTIVE,1989-11-03,1,,,Afghanistan (1); ,Iraq (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp94t00885r000100230025-7
cia-rdp94t00885r000100230024-8,50,SPECIAL NATIONAL INTELLIGENCE ESTIMATE 37-89:  AFGHANISTAN:  THE WAR IN PERSPECTIVE,1989-11-03,1,,,Afghanistan (1); ,Iraq (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp94t00885r000100230024-8
cia-rdp84t00491r000100310001-2,5,FROGFOOT A DEPLOYMENT USSR AND AFGHANISTAN(SANITIZED),1984-02-08,8,,Inter-Services Intelligence (1); ,,,https://www.cia.gov/library/readingroom/document/cia-rdp84t00491r000100310001-2
cia-rdp88t00799r000100290004-7,100,DEVELOPMENTS IN AFGHANISTAN,1987-07-03,20,Babrak Karmal (8); Mikhail Gorbachev (5); Mohammed Zahir Shah (1); Ahmad Shah Massoud (1); Mulavi Younas Khalis (4); Leonid Brezhnev (1); Hafizullah Amin (1); Yunus Khalis (4); Anahita Ratebzad (2); ,Jamiat-e Islami (2); People's Democratic Party of Afghanistan (34); Khalq (17); Parcham (9); Hezb-e Islami (1); Soviet Union (1); Politburo (8); ,Takhar (5); Kabul (37); Afghanistan (28); Arghandab (1); Musa Khel (1); ,Tajik people (1); Pakistan (7); Iran (2); Saudi Arabia (2); Kuwait (2); Iraq (2); Czechoslovakia (1); Algeria (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp88t00799r000100290004-7
cia-rdp85t00287r000700090001-7,100,AFGHANISTAN:  POTENTIAL FOR SOVIET AIRFIELD CONSTRUCTION,1983-01-05,6,,,Farah (1); Afghanistan (14); ,Pakistan (1); Iran (2); Saudi Arabia (1); Egypt (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp85t00287r000700090001-7
cia-rdp85t00287r000700090002-6,100,AFGHANISTAN:  POTENTIAL FOR SOVIET AIRFIELD CONSTRUCTION,1983-01-05,6,,,Farah (1); Afghanistan (15); ,Pakistan (1); Iran (2); Saudi Arabia (1); Egypt (1); helicopters (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp85t00287r000700090002-6
cia-rdp88-00733r000200180033-8,100,AFGHANISTAN CLANDESTINE RADIO,1985-03-19,1,,,Afghanistan (4); ,Dari (1); Pashto language (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp88-00733r000200180033-8
cia-rdp86t01017r000807860001-1,100,AFGHANISTAN RESISTANCE SPOKESMAN - SIBGHATULLAH MOJADEDI -- IN SEARCH OF UNITY,1986-08-28,6,Burhanuddin Rabbani (1); Gulbuddin Hekmatyar (9); Abdul Rasul Sayyaf (5); Mohammed Zahir Shah (3); Mohammad Nabi Mohammadi (1); Ronald Reagan (1); ,Jamiat-e Islami (2); Kabul University (1); Hezb-e Islami (1); Ittehad-i Islami (Sayyaf) (1); Soviet Union (1); Jabha-i-Najat-i-Milli (2); ,Nangarhar (1); Kabul (5); Afghanistan (9); ,Pakistan (1); Urdu language (1); Iran (1); Saudi Arabia (1); Kuwait (1); Egypt (1); Sufi (1); Loya jirga (2); ,https://www.cia.gov/library/readingroom/document/cia-rdp86t01017r000807860001-1
cia-rdp89-00121r000200470004-6,0,"SOVIET AIRBORNE DEPLOYMENT FARAH AIRFIELD, AFGHANISTAN",1982-03-18,5,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp89-00121r000200470004-6
cia-rdp88b00443r001704290043-5,100,SOVIET STANCE ON AFGHANISTAN A LA GORBACHEV,1985-03-16,5,Mikhail Gorbachev (6); Andrei Gromyko (2); Muhammad Zia-ul-Haq (8); William J. Casey (1); William Casey (1); ,,Afghanistan (13); ,Pakistan (3); ,https://www.cia.gov/library/readingroom/document/cia-rdp88b00443r001704290043-5
cia-rdp90t00784r000100050008-2,0,"PREPARATIONS FOR MILITARY OPERATIONS BAGRAM AIRFIELD, AFGHANISTAN",1982-12-09,2,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp90t00784r000100050008-2
cia-rdp90t00114r000700880001-5,100,PAKISTAN: UPDATE ON AFGHANISTAN GAME-PLAN,1987-12-29,6,Mikhail Gorbachev (1); Mohammed Zahir Shah (3); Muhammad Zia-ul-Haq (19); Ronald Reagan (2); ,,Kabul (8); Afghanistan (10); Jalalabad (1); ,Pakistan (7); ,https://www.cia.gov/library/readingroom/document/cia-rdp90t00114r000700880001-5
cia-rdp90t00114r000800590001-6,100,LIKELY SOVIET POSTURE ON AFGHANISTAN AT THE WASHINGTON SUMMIT,1987-11-30,11,Mikhail Gorbachev (13); Mohammad Najibullah (10); Jimmy Carter (1); Jody Powell (1); ,People's Democratic Party of Afghanistan (4); Soviet Union (1); United States Department of Defense (5); ,Kabul (10); Afghanistan (17); ,Pakistan (10); ,https://www.cia.gov/library/readingroom/document/cia-rdp90t00114r000800590001-6
cia-rdp90t00114r000800390001-8,100,CURRENT SOVIET STRATEGY ON AFGHANISTAN,1987-09-02,7,Mohammed Zahir Shah (2); ,People's Democratic Party of Afghanistan (2); State Department (1); Soviet Union (2); ,Kabul (13); Afghanistan (11); ,Pakistan (8); FIM-92 Stinger (1); MANPADs (1); Small Arms (1); ,https://www.cia.gov/library/readingroom/document/cia-rdp90t00114r000800390001-8
cia-rdp90t00114r000700270001-2,100,AFGHANISTAN SITUATION REPORT,1987-05-19,17,Gulbuddin Hekmatyar (5); Abdul Rasul Sayyaf (1); Mohammed Zahir Shah (3); Pir Sayed Ahmad Gillani (3); Mohammad Daoud Khan (1); Muhammad Zia-ul-Haq (1); ,People's Democratic Party of Afghanistan (7); Khalq (3); Democratic Republic of Afghanistan (1); National Islamic Front (Gailani) (1); National Islamic Front of Afghanistan (1); ,Kabul (25); Herat (2); Farah (4); Afghanistan (25); Shindand (1); Jalalabad (2); Bagram (2); Salang (2); ,Pakistan (4); Iran (3); Loya Jirga (25); Kuwait (2); helicopters (2); Iraq (1); Czechoslovakia (1); Loya jirga (15); ,https://www.cia.gov/library/readingroom/document/cia-rdp90t00114r000700270001-2
cia-rdp89-00121r000300760002-5,0,"DESTROYED AMMUNITION STORAGE AREA KABUL DEPLOYMENT AREA SW, AFGHANISTAN",1982-05-06,5,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp89-00121r000300760002-5
cia-rdp81t00618r000100690001-3,87,SOCIET FIREBASES HAVE BEEN IDENTIFIED IN AFGHANISTAN AT THE SOVIET DEPLOYMENT AREA AT KUNDUZ,1981-06-08,1,,,Afghanistan (1); ,,https://www.cia.gov/library/readingroom/document/cia-rdp81t00618r000100690001-3
cia-rdp91t00712r000200470004-7,0,"PREPARATIONS FOR COMBAT OPERATIONS BAGRAM AIRFIELD, AFGHANISTAN",1983-11-28,3,,,,,https://www.cia.gov/library/readingroom/document/cia-rdp91t00712r000200470004-7
